,utterance_id,turn_id,chat_id,datetime,user_utterance,valence,label,sublabel,bot_action,bot_datetime,bot_utterance,user_rating,user_rating_explanation,valence_new,label_new,sublabel_new,user_utterance_english,bot_utterance_english,Contained technical issue
1070,1083,11,92.0,2023-08-09 10:54:59.196167,"Keine Ahnung? Weiter mit voraussichtlich mäßigem Erfolg versuchen, nicht zu prokrastinieren?",Follow/Neutral,,,Next Steps,2023-08-09 10:55:01.751611,Verstanden! Bitte verrate mir abschließend nochmal was dein nächster Schritt konkret sein wird.,schlecht/unpassend,"Wiederholt sich, hat die Antwort offenbar nicht verstanden",Follow/Neutral,,,"I don't know? Keep trying with expected moderate success, not to procrastinate?",Please tell me again what your next step will be concrete.,1.0
1071,1084,3,95.0,2023-08-09 10:55:03.991742,"Ich esse zu viel Fast Food, ich möchte mehr Gutes für meinen Körper tun.",change,Reason,desire,,2023-08-09 10:55:07.786122,Wie bereit bist du auf einer Skala von 0 (überhaupt nicht) bis 10 (sehr) diese Veränderung durchzuführen?,,,change,Reason,desire,"I eat too much fast food, I want to do more good for my body.",How ready are you to perform this change on a scale from 0 (not at all) to 10 (very)?,0.0
1072,1085,4,95.0,2023-08-09 10:55:19.263195,7,Follow/Neutral,,,,2023-08-09 10:55:21.194179,Eine 7. Du stehst dieser Veränderung also insgesamt positiv gegenüber. Kannst du mir etwas mehr über diese Einschätzung sagen? Warum hast du keinen höheren oder niedrigeren Wert angegeben?,,,Follow/Neutral,,,7,A 7. So you're positive about this change overall. Can you tell me a little more about this assessment? Why didn't you give a higher or lower value?,0.0
1073,1086,9,93.0,2023-08-09 10:55:28.369323,,Follow/Neutral,,,,2023-08-09 10:55:38.748755,"Es scheint, als würdest du Schwierigkeiten haben, zu antworten. Das ist völlig in Ordnung, nimm dir die Zeit, die du brauchst. Denke einfach darüber nach, was deine nächsten Schritte sein könnten, um nachhaltiger zu leben. Jeder kleine Schritt zählt.",schlecht/unpassend,"Die Atwort ist schlecht, weil ich schon zweimal geantwortet habe, aber meine Antwort beim Chatbot nicht angekommen ist",Follow/Neutral,,,I don't know.,"It seems like you're having trouble answering. That's all right, take the time you need. Just think about what your next steps could be to live more sustainably. Every small step counts.",1.0
1074,1087,12,92.0,2023-08-09 10:55:42.167441,"Keine Ahnung. Weiter mit voraussichtlich mäßigem Erfolg versuchen, nicht zu prokrastinieren.",Follow/Neutral,,,Goodbye,2023-08-09 10:55:44.463764,"Vielen Dank für deine Offenheit in unserem Gespräch. 
                            Ich hoffe es hat dir dabei geholfen, deinem Ziel zumindest gedanklich etwas näher zu kommen.",,,Follow/Neutral,,,"I don't know. Keep trying, with expected moderate success, not to procrastinate.",Thank you for your openness in our conversation. I hope it helped you at least to get a little closer to your goal.,1.0
1075,1088,8,94.0,2023-08-09 10:55:47.01005,"ich habe öfters mal ein salat gegesen oder eine Mahlzeit ausfallen lassen, ich habe bei vielen Lebensmittel geglaubt sie wären gesund aber waren es nicht",sustain,Taking Steps,,Disarming,2023-08-09 10:55:55.31365,"Du hast also bereits Erfahrung mit dem Umstellen deiner Ernährung und hast dabei auch einige Herausforderungen festgestellt. Was hat dir an deinem aktuellen Essverhalten gefallen, dass du es beibehalten hast",gut/hilfreich,,sustain,Taking Steps,,"I have often eaten a salad or missed a meal, I have believed in many foods they are healthy but were not","So you've already experienced changing your diet, and you've also noticed some challenges. What did you like about your current eating habits, that you kept it?",0.0
1076,1089,5,95.0,2023-08-09 10:55:56.669353,"Ich bin grundsätzlich dazu bereit, jedoch fehlt es mir noch etwas an Motivation.",sustain,Reason,General Reason,,2023-08-09 10:56:07.910461,"Vielen Dank für deine Ehrlichkeit. Es ist völlig normal, dass die Motivation manchmal fehlt. Jeder hat solche Tage oder Phasen. 

Was könnte dir dabei helfen, deine Motivation zu steigern",gut/hilfreich,,sustain,Reason,General Reason,"I am basically prepared to do so, but I still lack some motivation.",Thank you for your honesty. It is perfectly normal that the motivation is sometimes lacking. Everyone has such days or phases. What could help you to increase your motivation,0.0
1077,1090,10,91.0,2023-08-09 10:56:07.467348,Wenn ich nicht mehr da Gefühl habe meine Zeit zu verschwenden,change,Reason,General Reason,Summary,2023-08-09 10:56:34.615283,"Lass mich unser bisheriges Gespräch zusammenfassen. Du hast den Wunsch, deine Zeit effektiver zu nutzen und dich weniger von unwichtigen Dingen wie Handy und Medien ablenken zu lassen, um mehr Zeit für das Erlernen neuer Dinge und für deine Arbeit und dein Privatleben zu haben. Momentan fühlst du dich nur mäßig zuversichtlich, dass du diese Veränderung umsetzen kannst, mit einer Selbstbewertung von 5 auf einer Skala von 0 bis 10. 

Du hast bereits Methoden wie Pomodoro zur Verbesserung des Zeitmanagements ausprobiert, aber du neigst dazu, in alte Muster zurückzufallen, besonders in Stresssituationen. Du hattest mehr Erfolg mit diesen Methoden, als du nicht gearbeitet hast und mehr Zeit für dich selbst hattest. 

Dein Ziel ist es, weniger zu prokrastinieren, deine Entscheidungen weniger zu Habe ich noch etwas vergessen?",gut/hilfreich,essenziele zusammenfassung,change,Reason,General Reason,When I don't feel like I'm wasting my time,"Let me sum up our conversation so far. You want to use your time more effectively and be less distracted by unimportant things like mobile phone and media to have more time for learning new things and for your work and your private life. At the moment you feel moderately confident that you can implement this change, with a self-assessment of 5 on a scale from 0 to 10. You've already tried methods like Pomodoro to improve time management, but you tend to fall back into old patterns, especially in stress situations. You've had more success with these methods than you didn't work and had more time for yourself. Your goal is to procrastinate less, to make your decisions less Have I forgotten anything?",0.0
1078,1091,10,93.0,2023-08-09 10:56:58.567663,mehr zu fuss gehen,change,Commitment,,Summary,2023-08-09 10:57:21.01194,"Lass mich unser bisheriges Gespräch zusammenfassen. Du hast den Wunsch geäußert, nachhaltiger zu leben und siehst darin einen Beitrag zur Bekämpfung des Klimawandels. Trotz deiner Bequemlichkeit und teilweisen Nutzung von Produkten aus schlechter Tierhaltung, zeigen deine Bemühungen und dein Interesse an einer Änderung. Du hast bereits einige Veränderungen vorgenommen und bist bereit, weitere Schritte zu unternehmen, einschließlich mehr zu Fuß zu gehen. Es ist wichtig zu erkennen, dass jede Veränderung, egal wie klein sie auch sein mag, einen Unterschied macht. Habe ich noch etwas vergessen?",gut/hilfreich,gute zusammenfassung,change,Commitment,,go more to foot,"Let me sum up our conversation so far. You have expressed your desire to live more sustainably and see it as a contribution to combating climate change. Despite your convenience and partial use of products from poor animal husbandry, your efforts and interest in a change show. You have already made some changes and are ready to take further steps, including more walking. It is important to realize that any change, no matter how small it may be, makes a difference. Have I forgotten anything?",1.0
1079,1092,9,94.0,2023-08-09 10:57:30.405094,"ich musste nicht viel nachdenken was ich esse, ich hatte Appetit darauf ohne nachzudenken ob es sehr gesund ist oder nicht",sustain,Reason,General Reason,Undershooting,2023-08-09 10:57:40.479026,"Du schätzt also die Leichtigkeit und Unkompliziertheit deines aktuellen Essverhaltens. Wie könntest du dir vorstellen, diese Aspekte in deinem Ziel der gesünderen Ernährung zu integrieren",gut/hilfreich,,sustain,Reason,General Reason,"I didn't have to think much about what I eat, I had an appetite for it without thinking if it is very healthy or not",So you appreciate the lightness and simplicity of your current eating habits. How could you imagine integrating these aspects into your goal of a healthier diet?,0.0
1080,1093,11,93.0,2023-08-09 10:58:26.064433,nein,Follow/Neutral,,,Next Steps,2023-08-09 10:58:29.052781,Verstanden! Bitte verrate mir abschließend nochmal was dein nächster Schritt konkret sein wird.,gut/hilfreich,1x wöchentlich zu Fuß gehen z.B. zur Arbeit,Follow/Neutral,,,yes,Please tell me again what your next step will be concrete.,1.0
1081,1094,6,95.0,2023-08-09 10:59:01.969983,"Okay, ich bin gespannt",Follow/Neutral,,,,2023-08-09 10:59:08.90242,"Ich verstehe, dass du gespannt bist, aber ich bin hier, um dir dabei zu helfen, deine eigenen Lösungen zu finden und dich zu motivieren. Also, was denkst du, könnte dir helfen, deine Motivation zu steigern",gut/hilfreich,War nett und freundlich,Follow/Neutral,,,"Okay, I'm curious","I understand you're curious, but I'm here to help you find your own solutions and motivate you, so what do you think might help you increase your motivation?",0.0
1082,1095,10,94.0,2023-08-09 10:59:03.868072,"das ich es genauso einfach habe bei der gesunden ernährung, das ich nicht gross nachforschen muss darf dieses Lebensmittel öfters oder nicht so oft essen",change,Reason,ability,Summary,2023-08-09 10:59:36.090907,"Lass mich unser bisheriges Gespräch zusammenfassen. Du willst also einen Weg finden, wie du gesunde Ernährung genauso einfach und unkompliziert gestalten kannst wie dein aktuelles Essverhalten. Du strebst an, eine Balance zu finden zwischen der Gesundheit der Lebensmittel und der Einfachheit ihrer Zubereitung und Auswahl. 

Du betonst, dass du keinen Druck auf dich ausüben möchtest und dass du eine schrittweise Veränderung bevorzugst. Du planst, diese Veränderung zu beginnen, indem du analysierst, welche Lebensmittel du momentan isst und welche davon gut oder schlecht für deine gesundheitlichen Ziele sind.

Du hast auch erkannt, dass du in der Vergangenheit falsche Annahmen über die Gesundheit bestimmter Lebensmittel hattest und dass du oft Salate gegessen oder Mahlzeiten ausgelassen hast. Du hast erkannt, dass du Habe ich noch etwas vergessen?",gut/hilfreich,eine gute Zusammenfassung,change,Reason,ability,"that I have it just as easy with healthy nutrition, that I do not need to research much of this food more often or not so often",So you want to find a way to make a healthy diet as simple and uncomplicated as your current eating habits. You want to find a balance between the health of the food and the simplicity of its preparation and selection. You stress that you don't want to put pressure on yourself and that you prefer a gradual change. You plan to start this change by analyzing which foods you are currently eating and which ones are good or bad for your health goals. You also realized that in the past you had false assumptions about the health of certain foods and that you often ate salads or missed meals. You realized that you forgot something else?,0.0
1083,1096,12,93.0,2023-08-09 10:59:11.66527,Einmal in der Woche zu Fuß gehen,change,Taking Steps,,Goodbye,2023-08-09 10:59:14.257743,"Vielen Dank für deine Offenheit in unserem Gespräch. 
                            Ich hoffe es hat dir dabei geholfen, deinem Ziel zumindest gedanklich etwas näher zu kommen.",,,change,Taking Steps,,Walk once a week,Thank you for your openness in our conversation. I hope it helped you at least to get a little closer to your goal.,1.0
1084,1097,11,91.0,2023-08-09 10:59:31.765248,das ist alles,Follow/Neutral,,,Next Steps,2023-08-09 10:59:33.476785,Verstanden! Bitte verrate mir abschließend nochmal was dein nächster Schritt konkret sein wird.,schlecht/unpassend,Kein Leitgedanke,Follow/Neutral,,,that's all.,Please tell me again what your next step will be concrete.,0.0
1085,1098,7,95.0,2023-08-09 10:59:58.285763,"Ich brauche einen Ernährungsplan,",change,Reason,need,,2023-08-09 11:00:05.98675,"Ein Ernährungsplan könnte tatsächlich eine große Hilfe sein. Es kann dir eine Struktur und einen Plan geben, an den du dich halten kannst. Was denkst du, wie realistisch es ist, dass du dich an einen Ernährungsplan hältst",gut/hilfreich,,change,Reason,need,I need a diet plan.,"A diet plan could actually be a big help. It can give you a structure and a plan that you can stick to. What do you think, how realistic it is that you stick to a diet plan?",0.0
1086,1099,11,94.0,2023-08-09 11:01:07.468056,"nein, alles gut zusammengefasst",Follow/Neutral,,,Next Steps,2023-08-09 11:01:09.193034,Verstanden! Bitte verrate mir abschließend nochmal was dein nächster Schritt konkret sein wird.,gut/hilfreich,"evtl. alleine oder mit Hilfe meine Lebensmittel zu analysieren, mir Infos zu holen, welche Lebensmittel gesünder sind als andere um mir dann vielleicht Essenspläne zu erstellen die mir Abwechslung und vor allem immer ein Sättigungsgefühl geben damit ich nicht schon kurze zeit später etwas ungesundes zu mir nehme",Follow/Neutral,,,"no, all well summarized",Please tell me again what your next step will be concrete.,0.0
